Part,Positives,Negatives,Effects
Part_SM_DAL_Foregrip_04,"纵向后坐力 -30%, 伤害 +5%",,
Part_SM_DAL_Foregrip_05,"装弹时间 -5%, 准心范围扩散 -30%",,
Part_SM_DAL_Grip_01,每次射击射弹数 +1,"准心范围扩散 +20%, 准心范围 +10%, 伤害 -20%",
Part_SM_DAL_Grip_02,射速 +5%,,
Part_SM_DAL_Grip_03,子弹容量 +10%,"准心范围 +10%, 伤害 -5%",
Part_SM_DAL_Mag_01,"18 弹匣, 伤害 +10%",,
Part_SM_DAL_Mag_02,25 弹匣,,
Part_SM_DAL_Mag_03,32 弹匣,伤害 -10%,
Part_SM_DAL_Mag_NineVolt,9 弹匣,,
Part_SM_DAL_Material_01_常见,皮肤,,
Part_SM_DAL_Material_02_普通,皮肤,,
Part_SM_DAL_Material_03_罕见,皮肤,,
Part_SM_DAL_Material_04_Epic,皮肤,,
Part_SM_DAL_Material_Demoskag,皮肤,,
Part_SM_DAL_Material_HellFire,皮肤,,
Part_SM_DAL_Material_NineVolt,皮肤,,
Part_SM_DAL_Material_Ripper,皮肤,,
Part_SM_DAL_Material_SleepingGiant,皮肤,,
Part_SM_DAL_Material_Vanquisher,皮肤,,
Part_SM_DAL_Material_CraderMP5,皮肤,,
Part_SM_DAL_Rail_04,机瞄,,
Part_SM_DAL_Stock_01,"横向后坐力幅度 -30%, 准心范围扩散 -20%",,
Part_SM_DAL_Stock_02,"武器晃动 -30%, 射速 +5%",,
Part_SM_DAL_Stock_03,"准心范围 -20%, 暴击伤害 +10%",,
Part_SM_HYP_Barrel_01_A,伤害 +10%,,
Part_SM_HYP_Barrel_01_B,准心范围 -15%,,
Part_SM_HYP_Barrel_01_C,伤害 +10%,,
Part_SM_HYP_Barrel_02_A,准心范围 -15%,,
Part_SM_HYP_Barrel_02_B,暴击伤害 +10%,,
Part_SM_HYP_Barrel_02_C,准心范围 -15%,,
Part_SM_HYP_Barrel_03_A,"射速 +10%, 近战伤害 +60%",,
Part_SM_HYP_Barrel_03_B,射速 +10%,,
Part_SM_HYP_Barrel_03_C,准心范围 -15%,,
Part_SM_HYP_Barrel_Bitch,"暴击伤害 +50%, 伤害 +55%, 子弹容量 +5, 近战伤害 +60%",准心范围扩散 +150%,
Part_SM_HYP_Barrel_Crossroad,"每次射击射弹数 +3, 准心范围扩散 -85%, 伤害 +20%",准心范围 +150%,
Part_SM_HYP_Barrel_ETech,子弹容量 +25%,,
Part_SM_HYP_Barrel_ETech_A,"武器护盾值 +25%, 子弹速度 +30%",,
Part_SM_HYP_Barrel_Fork,,伤害 -20%,
Part_SM_HYP_Barrel_Handsome,"装弹时间 -50%, 伤害 +70%",准心范围 -100%,
Part_SM_HYP_Barrel_L0V3M4CH1N3,"纵向后坐力 -75%, 伤害 +25%, 子弹容量 +25%",,
Part_SM_HYP_Barrel_PredatoryLending,,"伤害 -20%, 准心范围 +50%",
Part_SM_HYP_Barrel_XZ,伤害 +75%,,
Part_SM_HYP_Barrel_JustCaustic,"子弹容量 +12, 元素伤害 +100%, 元素触发几率 +100%",准心范围 +100%,
Part_SM_HYP_Body,不可移除,,
Part_SM_HYP_Body_A,伤害 +10%,,
Part_SM_HYP_Body_B,武器护盾值 +25%,,
Part_SM_HYP_Body_C,暴击伤害 +10%,,
Part_SM_HYP_Grip_01,"装弹时间 -5%, 射速 +5%",,
Part_SM_HYP_Grip_02,"纵向后坐力 -30%, 准心范围 -10%",,
Part_SM_HYP_Grip_03,"暴击伤害 +10%, 伤害 +5%",,
Part_SM_HYP_Mag_01,"25 弹匣, 伤害 +10%",,
Part_SM_HYP_Mag_02,"45 弹匣, 伤害 -10%",,
Part_SM_HYP_Mag_03,35 弹匣,,
Part_SM_HYP_Material_01_常见,皮肤,,
Part_SM_HYP_Material_02_普通,皮肤,,
Part_SM_HYP_Material_03_罕见,皮肤,,
Part_SM_HYP_Material_04_非常罕见,皮肤,,
Part_SM_HYP_Material_Bitch,皮肤,,
Part_SM_HYP_Material_Crossroad,皮肤,,
Part_SM_HYP_Material_Fork,皮肤,,
Part_SM_HYP_Material_Handsome,皮肤,,
Part_SM_HYP_Material_L0V3M4CH1N3,皮肤,,
Part_SM_HYP_Material_Lilith,皮肤,,
Part_SM_HYP_Material_PredatoryLending,皮肤,,
Part_SM_HYP_Material_XZ,皮肤,,
Part_SM_HYP_Material_Fork2,皮肤,,
Part_SM_HYP_Material_JustCaustic,皮肤,,
Part_SM_HYP_Rail_01,武器护盾值 +15%,,
Part_SM_HYP_Rail_02,装弹时间 -5%,,
Part_SM_HYP_Rail_03,子弹容量 +10%,"准心范围 +10%, 伤害 -5%",
Part_SM_HYP_Scope_01,2.6x,,
Part_SM_HYP_Shield_01,"武器护盾值 +15%, 装弹时间 -5%",,
Part_SM_HYP_Shield_02,"准心范围 -10%, 射速 +5%",,
Part_SM_HYP_Shield_03,"武器晃动 -30%, 伤害 +5%",,
Part_SM_HYP_Shield_04,"纵向后坐力 -30%, 准心范围 -10%",,
Part_SM_HYP_Stock_01,"横向后坐力幅度 -30%, 射速 +5%",,
Part_SM_HYP_Stock_02,准心范围 -20%,,
Part_SM_HYP_Stock_03,"纵向后坐力 -15%, 伤害 +5%",,
Part_SM_MAL_Barrel_01_A,准心范围扩散 -25%,,
Part_SM_MAL_Barrel_01_B,射速 +10%,,
Part_SM_MAL_Barrel_01_C,射速 +10%,,
Part_SM_MAL_Barrel_02,溅射伤害范围 +75,,
Part_SM_MAL_Barrel_02_A,元素伤害 +10%,,
Part_SM_MAL_Barrel_02_B,元素伤害 +10%,,
Part_SM_MAL_Barrel_02_C,"子弹速度 +30%, 近战伤害 +60%",,
Part_SM_MAL_Barrel_03_A,伤害 +10%,,
Part_SM_MAL_Barrel_03_B,伤害 +10%,,
Part_SM_MAL_Barrel_03_C,子弹容量 +10%,,
Part_SM_MAL_Barrel_Crit,"暴击伤害 +150%, 伤害 +700%",,
Part_SM_MAL_Barrel_Cutsman,"溅射伤害范围 +5, 伤害 +250%",准心范围 +60%,
Part_SM_MAL_Barrel_Devoted,"伤害 +200%, 子弹容量 +30","准心范围 +80%, 装弹时间 +50%",
Part_SM_MAL_Barrel_ETech,子弹容量 +20%,,
Part_SM_MAL_Barrel_ETech_A,"子弹速度 +20%, 横向后坐力幅度 -25%, 纵向后坐力 -25%",,
Part_SM_MAL_Barrel_Egon,,伤害 -25%,
Part_SM_MAL_Barrel_Tsunami,"元素触发几率 +50%, 准心范围扩散 -35%, 元素伤害 +50%, 伤害 +90%, 武器晃动 -20%",武器晃动 -20%,
Part_SM_MAL_Barrel_westergun,"溅射伤害范围 +75, 伤害 +25%",,
Part_SM_MAL_Barrel_KybsWorth,"溅射伤害范围 +75, 装弹时间 -10%, 元素伤害 +10%, 元素触发几率 +15%, 伤害 +175%",,
Part_SM_MAL_Barrel_KybsWorth_Shield,"子弹速度 +30%, 近战伤害 +60%",,
Part_SM_MAL_Barrel_IonLaser,"近战伤害 +40%, 伤害 +60%",,
Part_SM_MAL_Body,不可移除,,
Part_SM_MAL_Body_A,充能持续时间 -20%,,
Part_SM_MAL_Body_B,"子弹速度 +30%, 准心范围 -15%",,
Part_SM_MAL_Body_C,元素伤害 +10%,,
Part_SM_MAL_Grip_01,"准心范围扩散 -30%, 射速 +5%",,
Part_SM_MAL_Grip_02,"元素伤害 +10%, 武器晃动 -30%",,
Part_SM_MAL_Grip_03,"充能持续时间 -10%, 准心范围 -10%",,
Part_SM_MAL_Grip_03_A,"每次射击射弹数 +1, 子弹容量 +10%","伤害 -24%, 准心范围扩散 +20%, 准心范围 +21%",
Part_SM_MAL_Mag_01,34 弹匣,,
Part_SM_MAL_Mag_02,"24 弹匣, 伤害 +10%",,
Part_SM_MAL_Mag_03,"44 弹匣, 伤害 -10%",,
Part_SM_MAL_Mag_Cutsman,20 弹匣,,
Part_SM_MAL_Scope_01,伤害 +5%,,
Part_SM_MAL_Scope_02,溅射伤害范围 +20%,,
Part_SM_MAL_Scope_03,"2.9x, 子弹速度 +15%",,
Part_SM_MAL_Scope_04,装弹时间 -5%,,
Part_SM_MAL_Stock_01,"充能持续时间 -10%, 射速 +5%",,
Part_SM_MAL_Stock_02,"元素伤害 +10%, 武器晃动 -30%",,
Part_SM_MAL_Stock_03,"准心范围扩散 -20%, 伤害 +5%",,
Part_SM_TED_Barrel_01_A,伤害 +10%,,
Part_SM_TED_Barrel_01_B,射速 +10%,,
Part_SM_TED_Barrel_01_C,伤害 +10%,,
Part_SM_TED_Barrel_02_A,射速 +10%,,
Part_SM_TED_Barrel_02_B,子弹容量 +10%,,
Part_SM_TED_Barrel_02_C,射速 +10%,,
Part_SM_TED_Barrel_03_A,准心范围 -15%,,
Part_SM_TED_Barrel_03_B,子弹容量 +10%,,
Part_SM_TED_Barrel_03_C,准心范围 -15%,,
Part_SM_TED_Barrel_ETech,子弹容量 +20%,,
Part_SM_TED_Barrel_ETech_A,"子弹速度 +30%, 子弹容量 +10%",,
Part_SM_TED_Barrel_NotAFlamethrower,子弹容量 +20%,伤害 -20%,
Part_SM_TED_Barrel_SpiderMind,"伤害 +600%, 子弹容量 +40%",,
Part_SM_TED_Barrel_TenGallon,"准心范围 -40%, 伤害 +200%",,
Part_SM_TED_Body,不可移除,,
Part_SM_TED_Body_A,溅射伤害范围 +20%,,
Part_SM_TED_Body_B,子弹容量 +10%,"准心范围 +10%, 伤害 -5%",
Part_SM_TED_Body_C,射速 +10%,,
Part_SM_TED_Foregrip_01,"横向后坐力幅度 -15%, 子弹容量 +10%","伤害 -5%, 准心范围 +10%",
Part_SM_TED_Foregrip_02,"溅射伤害范围 +20%, 准心范围 -10%",,
Part_SM_TED_Foregrip_03,"纵向后坐力 -30%, 伤害 +5%",,
Part_SM_TED_Foregrip_04,"射速 +5%, 伤害 +5%",,
Part_SM_TED_Grip_01,"横向后坐力幅度 -30%, 射速 +5%",,
Part_SM_TED_Grip_02,"准心范围 -20%, 伤害 +5%",,
Part_SM_TED_Grip_03,"武器晃动 -30%, 子弹容量 +10%","伤害 -5%, 准心范围 +10%",
Part_SM_TED_Grip_04,"溅射伤害范围 +20%, 每次射击射弹数 +1","准心范围 +10%, 伤害 -20%, 准心范围扩散 +20%",
Part_SM_TED_Grip_05,"纵向后坐力 -15%, 准心范围 -20%",,
Part_SM_TED_TypeMod_01,"扔出后, 寻向追踪目标",,
Part_SM_TED_TypeMod_02,"扔出后, 粘住",,
Part_SM_TED_TypeMod_03,溅射伤害范围 +20%,,
Part_SM_TED_TypeMod_04,"扔出后, 弹跳",,
Part_SR_DAL_Barrel_01_A,准心范围扩散 -25%,,
Part_SR_DAL_Barrel_01_B,准心范围 -15%,,
Part_SR_DAL_Barrel_01_C,准心范围 -15%,,
Part_SR_DAL_Barrel_02_A,纵向后坐力 -25%,,
Part_SR_DAL_Barrel_02_B,伤害 +10%,,
Part_SR_DAL_Barrel_02_C,伤害 +10%,,
Part_SR_DAL_Barrel_03_A,射速 +10%,,
Part_SR_DAL_Barrel_03_B,"武器晃动 -20%, 后坐力d Width -25%",,
Part_SR_DAL_Barrel_03_C,射速 +10%,,
Part_SR_DAL_Barrel_BrashisDedication,纵向后坐力 -50%,伤害 -50%,
Part_SR_DAL_Barrel_ETech,子弹容量 +5,,
Part_SR_DAL_Barrel_ETech_A,"子弹速度 +30%, 装弹时间 -10%",,
Part_SR_DAL_Barrel_ETech_MalaksBane,"子弹容量 +5, 伤害 +230%",,
Part_SR_DAL_Barrel_WorldDes神秘术士er,,伤害 -15%,
Part_SR_DAL_Barrel_FBolt,"弹匣容量 +5, 元素伤害 +70%, 伤害 +200%",,
Part_SR_DAL_Body,不可移除,,
Part_SR_DAL_Body_A,装弹时间 -10%,,
Part_SR_DAL_Body_B,准心范围 -15%,,
Part_SR_DAL_Body_C,准心范围 -15%,,
Part_SR_DAL_Bolt_A,装弹时间 -5%,,
Part_SR_DAL_Bolt_B,武器晃动 -20%,,
Part_SR_DAL_Foregrip_01,"纵向后坐力 -30%, 子弹容量 +10","伤害 -5%, 准心范围 +10%",
Part_SR_DAL_Foregrip_02,"横向后坐力幅度 -15%, 准心范围扩散 -30%",,
Part_SR_DAL_Foregrip_03,"武器晃动 -30%, 伤害 +5%",,
Part_SR_DAL_Foregrip_04,"准心范围 -10%, 射速 +5%",,
Part_SR_DAL_Foregrip_05,"装弹时间 -5%, 暴击伤害 +10%",,
Part_SR_DAL_Grip_01,"横向后坐力幅度 -15%, 纵向后坐力 -15%",,
Part_SR_DAL_Grip_02,"装弹时间 -5%, 准心范围 -20%",,
Part_SR_DAL_Grip_03,"横向后坐力幅度 -30%, 伤害 +5%",,
Part_SR_DAL_Grip_03_A,暴击伤害 +10%,,
Part_SR_DAL_Grip_04,"武器晃动 -30%, 射速 +5%",,
Part_SR_DAL_Grip_05,"武器晃动 -30%, 横向后坐力幅度 -30%",,
Part_SR_DAL_Mag_01,"10 弹匣, 伤害 +10%",,
Part_SR_DAL_Mag_02,14 弹匣,,
Part_SR_DAL_Mag_03,18 弹匣,伤害 -10%,
Part_SR_DAL_Material_BrashisDedication,皮肤,,
Part_SR_DAL_Material_MalaksBane,皮肤,,
Part_SR_DAL_WorldDes神秘术士er,皮肤,,
Part_SR_DAL_01_常见,皮肤,,
Part_SR_DAL_02_普通,皮肤,,
Part_SR_DAL_03_罕见,皮肤,,
Part_SR_DAL_04_非常罕见,皮肤,,
Part_SR_DAL_Mat_Fbolt,皮肤,,
Part_SR_DAL_Scope_01,"7.4x, 16x",,
Part_SR_DAL_Scope_01_A,武器晃动 -30%,,
Part_SR_HYP_Barrel_01_A,准心范围 -15%,,
Part_SR_HYP_Barrel_01_B,准心范围 -15%,,
Part_SR_HYP_Barrel_01_C,暴击伤害 +10%,准心范围扩散 +20%,
Part_SR_HYP_Barrel_02_A,伤害 +10%,,
Part_SR_HYP_Barrel_02_B,伤害 +10%,,
Part_SR_HYP_Barrel_02_C,"暴击伤害 +10%, 近战伤害 +80%",,
Part_SR_HYP_Barrel_02_TwoTime,"纵向后坐力 -50%, Shield Capacity +50%",伤害 -25%,
Part_SR_HYP_Barrel_03_A,射速 +10%,,
Part_SR_HYP_Barrel_03_B,射速 +10%,,
Part_SR_HYP_Barrel_03_C,准心范围 -15%,,
Part_SR_HYP_Barrel_ETech,子弹容量 +8,,
Part_SR_HYP_Barrel_ETech_A,"武器护盾值 +25%, 暴击伤害 +10%",,
Part_SR_HYP_Barrel_Masterwork,"准心范围 -50%, 暴击伤害 +50%, 装弹时间 -50%, 伤害 +900%",,
Part_SR_HYP_Barrel_Woodblocks,"弹匣容量 +10, 纵向后坐力 -50%",伤害 -20%,
Part_SR_HYP_Barrel_Tankman,"弹匣容量 +4, 伤害 +55%",,
Part_SR_HYP_Body,不可移除,,
Part_SR_HYP_Body_A,装弹时间 -10%,,
Part_SR_HYP_Body_B,武器护盾值 +25%,,
Part_SR_HYP_Body_C,伤害 +10%,,
Part_SR_HYP_Grip_01,纵向后坐力 -30%,,
Part_SR_HYP_Grip_02,伤害 +5%,,
Part_SR_HYP_Grip_03,准心范围 -20%,,
Part_SR_HYP_Grip_04,子弹容量 +3,"准心范围 +10%, 伤害 -5%",
Part_SR_HYP_Mag_01,10 弹匣,,
Part_SR_HYP_Mag_02,"7 Round, 伤害 +10%",,
Part_SR_HYP_Mag_03,14 弹匣,伤害 -10%,
Part_SR_HYP_Mag_MasterworkCrossbow,1 弹匣,伤害 -10%,
Part_SR_HYP_Masterwork,皮肤,,
Part_SR_HYP_Mat_TwoTime,皮肤,,
Part_SR_HYP_Woodblocks,皮肤,,
Part_SR_HYP_Zero,皮肤,,
Part_SR_HYP_ZeroForPlayer,皮肤,,
Part_SR_HYP_01_常见,皮肤,,
Part_SR_HYP_02_普通,皮肤,,
Part_SR_HYP_03_罕见,皮肤,,
Part_SR_HYP_04_非常罕见,皮肤,,
Part_SR_HYP_Tankman,皮肤,,
Part_SR_HYP_Rail_02,武器护盾值 +15%,,
Part_SR_HYP_Scope_03,6.6x,,
Part_SR_HYP_Scope_03_A,暴击伤害 +10%,,
Part_SR_HYP_Shield_01,"射速 +5%, 生成护盾",,
Part_SR_HYP_Shield_02,纵向后坐力 -30%,,
Part_SR_HYP_Shield_03,暴击伤害 +10%,,
Part_SR_HYP_Shield_04,准心范围 -10%,,
Part_SR_HYP_Stock_01,"准心范围 -20%, 伤害 +5%",,
Part_SR_HYP_Stock_02,武器晃动 -20%,,
Part_SR_HYP_Stock_03,"纵向后坐力 -30%, 暴击伤害 +10%",,
Part_SR_HYP_Stock_04,"装弹时间 -5%, 射速 +5%",,
Part_SR_JAK_Barrel_01_A,射速 +10%,,
Part_SR_JAK_Barrel_01_B,"武器晃动 -20%, 横向后坐力幅度 -25%, 纵向后坐力 -25%",,
Part_SR_JAK_Barrel_01_C,射速 +10%,,
Part_SR_JAK_Barrel_02_A,"近战伤害 +10%, 近战伤害 +80%",,
Part_SR_JAK_Barrel_02_B,准心范围 -15%,,
Part_SR_JAK_Barrel_02_C,"武器晃动 -20%, 准心范围 -15%",,
Part_SR_JAK_Barrel_03_A,伤害 +10%,,
Part_SR_JAK_Barrel_03_B,暴击伤害 +10%,,
Part_SR_JAK_Barrel_03_C,暴击伤害 +10%,,
Part_SR_JAK_Barrel_Hunted,,"伤害 -20%, 射速 -20%",
Part_SR_JAK_Barrel_Hunter,,射速 -20%,
Part_SR_JAK_Barrel_Huntress,,"伤害 -20%, 射速 -20%",
Part_SR_JAK_Barrel_Monocle,"纵向后坐力  -50%, 准心范围 -75%, 伤害 +15%",,
Part_SR_JAK_Body,不可移除,,
Part_SR_JAK_Body_A,伤害 +10%,,
Part_SR_JAK_Body_B,装弹时间 -10%,,
Part_SR_JAK_Body_C,射速 +10%,,
Part_SR_JAK_Bolt_02,伤害 +25%,,
Part_SR_JAK_Bolt_03,伤害 +10%,,
Part_SR_JAK_Bolt_Headsplosion,溅射伤害范围 +100,"伤害 -6.2%, 暴击伤害 -50%",
Part_SR_JAK_Bolt_IceQueen,"元素伤害 +50%, 伤害 +25%",,
Part_SR_JAK_Foregrip_01,"纵向后坐力 -30%, 准心范围 -10%",,
Part_SR_JAK_Foregrip_02,"横向后坐力幅度 -15%, 纵向后坐力 -30%",,
Part_SR_JAK_Foregrip_03,暴击伤害 +10%,,
Part_SR_JAK_Foregrip_04,"武器晃动 -30%, 伤害 +5%",,
Part_SR_JAK_Foregrip_05,"装弹时间 -5%, 射速 +5%",,
Part_SR_JAK_IceQueen,皮肤,,
Part_SR_JAK_MAT_Monocle,皮肤,,
Part_SR_JAK_MAterial_Hunter,皮肤,,
Part_SR_JAK_Material_Hammerlock,皮肤,,
Part_SR_JAK_Material_Headsplosion,皮肤,,
Part_SR_JAK_01_常见,皮肤,,
Part_SR_JAK_02_普通,皮肤,,
Part_SR_JAK_03_罕见,皮肤,,
Part_SR_JAK_04_非常罕见,皮肤,,
Part_SR_JAK_Mag_01,8 弹匣,伤害 -10%,
Part_SR_JAK_Mag_02,8 弹匣,,
Part_SR_JAK_Mag_03,"8 弹匣, 伤害 +10%",,
Part_SR_JAK_Scope_01_A,准心范围 -20%,,
Part_SR_JAK_Scope_02,"装弹时间 -5%, 准心范围 -20%",,
Part_SR_JAK_Scope_02_A,装弹时间 -5%,,
Part_SR_JAK_Scope_02_B,暴击伤害 +10%,,
Part_SR_JAK_Scope_03_A,"横向后坐力幅度 -25%, 纵向后坐力 -25%",,
Part_SR_JAK_Scope_03_B,射速 +5%,,
Part_SR_JAK_Stock_01,"准心范围扩散 -20%, 暴击伤害 +10%",,
Part_SR_JAK_Stock_01_A,纵向后坐力 -15%,,
Part_SR_JAK_Stock_02,"装弹时间 -5%, 准心范围 -20%",,
Part_SR_JAK_Stock_02_A,装弹时间 -5%,,
Part_SR_JAK_Stock_03,"横向后坐力幅度 -30%, 伤害 +5%",,
Part_SR_JAK_Stock_03_A,伤害 +5%,,
Part_SR_JAK_Stock_04,"武器晃动 -30%, 纵向后坐力 -15%",,
Part_SR_JAK_Stock_04_A,射速 +5%,,
Part_SR_JAK_Stock_05,"准心范围扩散 -20%, 子弹容量 +10%",,
Part_SR_JAK_Stock_05_A,武器晃动 -30%,,
Part_MAL_SR_Barrel_01_A,射速 +10%,,
Part_MAL_SR_Barrel_01_B,射速 +10%,,
Part_MAL_SR_Barrel_01_C,"充能持续时间 -20%, 近战伤害 +80%",,
Part_MAL_SR_Barrel_02_A,伤害 +10%,,
Part_MAL_SR_Barrel_02_B,伤害 +10%,,
Part_MAL_SR_Barrel_02_C,充能持续时间 -20%,,
Part_MAL_SR_Barrel_03,溅射伤害范围 +80,,
Part_MAL_SR_Barrel_03_A,元素伤害 +10%,,
Part_MAL_SR_Barrel_03_B,元素触发几率 +15%,,
Part_MAL_SR_Barrel_03_C,元素伤害 +10%,,
Part_MAL_SR_Barrel_ASMD,"溅射伤害范围 +50, 准心范围 -75%, 伤害 +70%",,
Part_MAL_SR_Barrel_ETech,子弹容量 +8,,
Part_MAL_SR_Barrel_ETech_A,"射速 +10%, 子弹容量 +10%",,
Part_MAL_SR_Barrel_FireStorm,"溅射伤害范围 +300, 伤害 +125%",,
Part_MAL_SR_Barrel_Krakatoa,伤害 +325%,元素触发几率 -100%,
Part_MAL_SR_Barrel_Soleki,元素触发几率 +25%,伤害 -25%,
Part_MAL_SR_Barrel_Storm,"溅射伤害范围 +250, 伤害 +250%",,
Part_MAL_SR_Body,不可移除,,
Part_MAL_SR_Body_A,伤害 +10%,,
Part_MAL_SR_Body_B,装弹时间 -10%,,
Part_MAL_SR_Body_C,元素伤害 +10%,,
Part_MAL_SR_Foregrip_01,充能持续时间 -10%,,
Part_MAL_SR_Foregrip_02,武器晃动 -30%,,
Part_MAL_SR_Foregrip_03,元素触发几率 +10%,,
Part_MAL_SR_Foregrip_04,子弹容量 +2,"准心范围 +10%, 伤害 -5%",
Part_MAL_SR_Foregrip_05,装弹时间 -5%,,
Part_MAL_SR_Foregrip_06,横向后坐力幅度 -15%,,
Part_MAL_SR_Grip_01,"武器晃动 -30%, 伤害 +5%",,
Part_MAL_SR_Grip_02,"充能持续时间 -10%, 准心范围 -20%",,
Part_MAL_SR_Grip_02_A,准心扩散范围 -20%,,
Part_MAL_SR_Grip_03,"武器晃动 -30%, 横向后坐力幅度 -30%",,
Part_MAL_SR_Grip_03_A,装弹时间 -5%,,
Part_MAL_SR_Grip_04,"元素伤害 +10%, 横向后坐力幅度 -30%",,
Part_MAL_SR_Grip_05,"武器晃动 -30%, 准心范围 -20%",,
Part_MAL_SR_Grip_05_A,元素触发几率 +10%,,
Part_MAL_SR_Grip_06,"元素触发几率 +10%, 横向后坐力幅度 -30%",,
Part_MAL_SR_Grip_07,"武器晃动 -30%, 装弹时间 -5%",,
Part_MAL_SR_Mag_01,"6 弹匣, 伤害 +10%",,
Part_MAL_SR_Mag_02,10 弹匣,,
Part_MAL_SR_Mag_03,14 弹匣,伤害 -10%,
Part_MAL_SR_Material_01_常见,皮肤,,
Part_MAL_SR_Material_02_普通,皮肤,,
Part_MAL_SR_Material_03_罕见,皮肤,,
Part_MAL_SR_Material_04_非常罕见,皮肤,,
Part_MAL_SR_Material_ASMD,皮肤,,
Part_MAL_SR_Material_Krakatoa,皮肤,,
Part_MAL_SR_Material_LGD_FireStorm,皮肤,,
Part_MAL_SR_Material_LGD_Storm,皮肤,,
Part_MAL_SR_Material_Soleki,皮肤,,
Part_MAL_SR_Scope_01,4.2x,,
Part_MAL_SR_Scope_03,7.7x,,
Part_SR_VLA_Barrel_01_A,准心范围扩散 -25%,,
Part_SR_VLA_Barrel_01_B,射速 +10%,,
Part_SR_VLA_Barrel_01_C,射速 +10%,,
Part_SR_VLA_Barrel_02_A,"装弹时间 -10%, 准心范围扩散 -25%",,
Part_SR_VLA_Barrel_02_B,"准心范围扩散 -25%, 子弹容量 +10%",,
Part_SR_VLA_Barrel_02_C,准心范围 -15%,,
Part_SR_VLA_Barrel_03_A,伤害 +10%,,
Part_SR_VLA_Barrel_03_B,射速 +10%,,
Part_SR_VLA_Barrel_03_C,伤害 +10%,,
Part_SR_VLA_Barrel_ETech,子弹容量 +12,,
Part_SR_VLA_Barrel_Lyuda,"装弹时间 -60%, 暴击伤害 +10%, 伤害 +20%",,
Part_SR_VLA_Barrel_Prison,"元素伤害 +50%, 伤害 +20%",,
Part_SR_VLA_Body,不可移除,,
Part_SR_VLA_Body_A,伤害 +10%,,
Part_SR_VLA_Body_B,准心范围扩散 -25%,,
Part_SR_VLA_Body_C,射速 +10%,,
Part_SR_VLA_Foregrip_01,"装弹时间 -5%, 准心范围扩散 -30%",,
Part_SR_VLA_Foregrip_02,"纵向后坐力 -30%, 子弹容量 +10%",,
Part_SR_VLA_Foregrip_03,"横向后坐力幅度 -15%, 伤害 +5%",,
Part_SR_VLA_Foregrip_04,"武器晃动 -30%, 横向后坐力幅度 -15%",,
Part_SR_VLA_Foregrip_05,"准心范围 -10%, 射速 +5%",,
Part_SR_VLA_Grip_01,"武器晃动 -30%, 横向后坐力幅度 -30%",,
Part_SR_VLA_Grip_02,"纵向后坐力 -15%, 准心范围 -20%",,
Part_SR_VLA_Grip_03,"武器晃动 -30%, 射速 +5%",,
Part_SR_VLA_Grip_04,"准心范围扩散 -20%, 伤害 +5%",,
Part_SR_VLA_Grip_05,"每次射击射弹数 +1, 子弹容量 +10%","伤害 -24%, 准心范围扩散 +20%, 准心范围 +21%",
Part_SR_VLA_Mag_01,"15 弹匣, 伤害 +5%",,
Part_SR_VLA_Mag_02,20 弹匣,伤害 -10%,
Part_SR_VLA_Mag_03,"10 弹匣, 伤害 +26.5%",,
Part_SR_VLA_Scope_01,"7, 7x",,
Part_SR_VLA_Scope_01_A,武器晃动 -30%,,
Part_SR_VLA_Scope_02,5.0X,,
Part_SR_VLA_Scope_02_A,伤害 +5%,,
Part_SR_VLA_Scope_02_B,伤害 +5%,,
Part_SR_VLA_Scope_03,8.2x,,
Part_SR_VLA_Scope_03_A,子弹容量 +10%,,
Part_SR_VLA_Scope_03_B,射速 +5%,,
Part_SR_VLA_Underbarrel_01,"下挂霰弹, 4 弹匣",,
Part_SR_VLA_Underbarrel_01_A,下挂霰弹 子弹容量 +50%,,
Part_SR_VLA_Underbarrel_02_Double,下挂两发榴弹发射器,,
Part_SR_VLA_Underbarrel_02_Single,下挂榴弹发射器,,
Part_SR_VLA_Underbarrel_03,双脚架,,
Part_SR_VLA_Underbarrel_04,"额外枪管, 射速 +35%",,
Part_SR_VLA_Underbarrel_04_A,射速 +5%,,
Part_SR_VLA_Underbarrel_04_B,充能持续时间 -20%,,
Part_SR_VLA_Underbarrel_04_C,射速 +5%,,
Part_ATL_Barrel_01,溅射伤害范围 +202,,
Part_ATL_Barrel_01_A,射速 +10%,,
Part_ATL_Barrel_01_B,射速 +10%,,
Part_ATL_Barrel_01_C,伤害 +10%,,
Part_ATL_Barrel_02,溅射伤害范围 +163,,
Part_ATL_Barrel_02_A,"每次射击射弹数 +1, 准心范围 -15%",,
Part_ATL_Barrel_02_B,装弹时间 -10%,,
Part_ATL_Barrel_02_C,每次射击射弹数 +1,,
Part_ATL_Barrel_03,溅射伤害范围 +176,,
Part_ATL_Barrel_03_A,"溅射伤害范围 +20%, 纵向后坐力 -25%",,
Part_ATL_Barrel_03_B,伤害 +10%,,
Part_ATL_Barrel_03_C,"子弹容量 +2, 伤害 +10%",,
Part_ATL_Barrel_Freeman,"溅射伤害范围 +176, 伤害 +150%",准心范围 +50%,
Part_ATL_Barrel_RubysWrath,"溅射伤害范围 +163, 伤害 +60%, 子弹容量 +7",装弹时间 +50%,
Part_ATL_Body,不可移除,,
Part_ATL_Body_A,伤害 +10%,,
Part_ATL_Body_B,溅射伤害范围 +20%,,
